index,startIdx,endIdx,length
3360,14676894,14676903,9
3361,14688387,14688393,6
3362,14719194,14719216,22
3363,14751566,14751575,9
3364,14766902,14766908,6
3365,14768590,14768594,4
3366,14768673,14768682,9
3367,14768682,14768691,9
3368,14770497,14770503,6
3369,14770503,14770519,16
3370,14777811,14777815,4
3371,14779955,14780271,316
3372,14780271,14780344,73
3373,14780344,14780474,130
3374,14780474,14780556,82
3375,14780556,14781498,942
3376,14781498,14781813,315
3377,14781813,14782133,320
3378,14782133,14782496,363
3379,14791514,14791520,6
3380,14791520,14791526,6
3381,14791526,14791532,6
3382,14791532,14791538,6
3383,14807218,14807227,9
3384,14812671,14812678,7
3385,14815746,14815762,16
3386,14819193,14819239,46
3387,14819239,14819244,5
3388,14820331,14821068,737
3389,14821068,14821090,22
3390,14822008,14822018,10
3391,14822018,14822209,191
3392,14822209,14822333,124
3393,14822333,14822420,87
3394,14822420,14822939,519
3395,14822939,14822998,59
3396,14822998,14823095,97
3397,14827429,14827433,4
3398,14833492,14833496,4
3399,14833675,14833679,4
3400,14843619,14843653,34
3401,14847596,14847630,34
3402,14851909,14851915,6
3403,14853248,14853257,9
3404,14854601,14854606,5
3405,14856547,14856551,4
3406,14856551,14856555,4
3407,14856555,14856559,4
3408,14856559,14856567,8
3409,14864086,14864092,6
3410,14869198,14869205,7
3411,14869205,14869212,7
3412,14881484,14881492,8
3413,14881492,14881500,8
3414,14885133,14885139,6
3415,14902466,14902473,7
3416,14902833,14902842,9
3417,14912894,14912898,4
3418,14920637,14920641,4
3419,14921476,14921483,7
3420,14921850,14921856,6
3421,14921955,14921961,6
3422,14925848,14925854,6
3423,14928324,14928330,6
3424,14931078,14931086,8
3425,14931849,14931854,5
3426,14934420,14934428,8
3427,14938441,14938454,13
3428,14938454,14939021,567
3429,14939021,14939066,45
3430,14939066,14939225,159
3431,14939225,14940116,891
3432,14940116,14940347,231
3433,14940347,14940869,522
3434,14940869,14941361,492
3435,14941361,14941442,81
3436,14941442,14941746,304
3437,14941746,14941768,22
3438,14941768,14941828,60
3439,14941828,14941951,123
3440,14941951,14942075,124
3441,14942075,14942786,711
3442,14942786,14942903,117
3443,14942903,14943622,719
3444,14943622,14943809,187
3445,14943809,14943978,169
3446,14943978,14944540,562
3447,14944540,14944622,82
3448,14944622,14945120,498
3449,14946462,14946469,7
3450,14950035,14950041,6
3451,14950300,14950307,7
3452,14950916,14950923,7
3453,14971395,14971401,6
3454,14996791,14996799,8
3455,15002425,15002432,7
3456,15017993,15018009,16
3457,15018009,15018015,6
3458,15019918,15019922,4
3459,15030871,15030878,7
3460,15031849,15031855,6
3461,15034356,15034405,49
3462,15034405,15034458,53
3463,15034458,15034476,18
3464,15041459,15041508,49
3465,15041508,15041561,53
3466,15041561,15041579,18
3467,15050876,15050883,7
3468,15054091,15054102,11
3469,15057845,15057857,12
3470,15072928,15072934,6
3471,15073088,15073094,6
3472,15073314,15073319,5
3473,15073319,15073326,7
3474,15086168,15086178,10
3475,15086464,15086471,7
3476,15099099,15099106,7
3477,15106272,15106277,5
3478,15114772,15114778,6
3479,15122924,15122931,7
3480,15125423,15125430,7
3481,15128629,15128635,6
3482,15141368,15141374,6
3483,15143007,15143013,6
3484,15144188,15144195,7
3485,15144261,15144267,6
3486,15149711,15149715,4
3487,15155993,15156001,8
3488,15157503,15157509,6
3489,15159248,15159253,5
3490,15181207,15181213,6
3491,15181225,15181231,6
3492,15206527,15206534,7
3493,15217389,15217394,5
3494,15221070,15221077,7
3495,15239270,15239276,6
3496,15239276,15239281,5
3497,15263819,15263824,5
3498,15266578,15266586,8
3499,15329039,15329045,6
3500,15330702,15330708,6
3501,15341734,15341773,39
3502,15342278,15342285,7
3503,15344245,15344284,39
3504,15345691,15345698,7
3505,15346137,15346143,6
3506,15346143,15346149,6
3507,15346227,15346239,12
3508,15349687,15349693,6
3509,15349867,15349873,6
3510,15349873,15349879,6
3511,15352909,15352915,6
3512,15359611,15359616,5
3513,15359616,15359622,6
3514,15360948,15360953,5
3515,15365193,15365200,7
3516,15371703,15371710,7
3517,15378517,15378521,4
3518,15389582,15389588,6
3519,15392326,15392333,7
3520,15399499,15399506,7
3521,15408595,15408600,5
3522,15413632,15413763,131
3523,15413763,15413932,169
3524,15413932,15413977,45
3525,15413977,15414203,226
3526,15414863,15414868,5
3527,15414868,15414879,11
3528,15414879,15414991,112
3529,15414991,15415138,147
3530,15422970,15423132,162
3531,15428711,15428718,7
3532,15435936,15435985,49
3533,15436047,15436065,18
3534,15442955,15442962,7
3535,15462970,15462977,7
3536,15466137,15466146,9
3537,15466269,15466274,5
3538,15480202,15480211,9
3539,15480238,15480247,9
3540,15484224,15484233,9
3541,15495463,15495470,7
3542,15495965,15495972,7
3543,15501813,15501822,9
3544,15504272,15504278,6
3545,15514962,15514969,7
3546,15515787,15515794,7
3547,15528825,15528833,8
3548,15540184,15540192,8
3549,15545613,15545623,10
3550,15545751,15545756,5
3551,15555110,15555116,6
3552,15555392,15555521,129
3553,15556486,15556502,16
3554,15556502,15556508,6
3555,15574804,15574820,16
3556,15575086,15575215,129
3557,15576047,15576052,5
3558,15578352,15578357,5
3559,15584611,15584615,4
3560,15584908,15584917,9
3561,15585965,15585973,8
3562,15585973,15585984,11
3563,15585984,15585988,4
3564,15587247,15587254,7
3565,15592967,15592972,5
3566,15597139,15597144,5
3567,15597144,15597149,5
3568,15610462,15610469,7
3569,15610481,15610489,8
3570,15610604,15610613,9
3571,15620369,15620377,8
3572,15622676,15622684,8
3573,15622684,15622690,6
3574,15622690,15622696,6
3575,15626426,15626431,5
3576,15626431,15626436,5
3577,15626436,15626446,10
3578,15631810,15631818,8
3579,15632305,15632313,8
3580,15632313,15632321,8
3581,15632321,15632325,4
3582,15632325,15632329,4
3583,15632329,15632333,4
3584,15639668,15639676,8
3585,15639676,15639684,8
3586,15655399,15655405,6
3587,15664048,15664056,8
3588,15666270,15666276,6
3589,15669193,15669199,6
3590,15669199,15669205,6
3591,15669205,15669217,12
3592,15672109,15672117,8
3593,15673389,15673396,7
3594,15674872,15674878,6
3595,15680131,15680136,5
3596,15680136,15680140,4
3597,15693649,15693657,8
3598,15693793,15693800,7
3599,15697587,15697592,5
3600,15701981,15701988,7
3601,15711146,15711152,6
3602,15714278,15714284,6
3603,15715954,15715963,9
3604,15721313,15721321,8
3605,15727404,15727410,6
3606,15730929,15730933,4
3607,15730933,15730941,8
3608,15735501,15735512,11
3609,15740561,15740566,5
3610,15740566,15740570,4
3611,15745450,15745456,6
3612,15748294,15748300,6
3613,15748324,15748333,9
3614,15756447,15756453,6
3615,15756453,15756459,6
3616,15756459,15756465,6
3617,15756465,15756471,6
3618,15756471,15756477,6
3619,15766130,15766134,4
3620,15779570,15779578,8
3621,15781073,15781080,7
3622,15781729,15781740,11
3623,15786374,15786380,6
3624,15792622,15792635,13
3625,15794386,15794500,114
3626,15794500,15794788,288
3627,15796172,15796179,7
3628,15796692,15796705,13
3629,15797556,15797670,114
3630,15797670,15797958,288
3631,15799306,15799313,7
3632,15800165,15800174,9
3633,15811580,15811588,8
3634,15819403,15819410,7
3635,15825267,15825276,9
3636,15830583,15830587,4
3637,15837464,15837471,7
3638,15837544,15837554,10
3639,15843085,15843092,7
3640,15846791,15846800,9
3641,15874442,15874446,4
3642,15879065,15879069,4
3643,15882511,15882515,4
3644,15892943,15892948,5
3645,15892948,15892953,5
3646,15903232,15903238,6
3647,15903238,15903254,16
3648,15914720,15914727,7
3649,15917147,15917155,8
3650,15939280,15939286,6
3651,15948299,15948308,9
3652,15948308,15948317,9
3653,15948736,15948742,6
3654,15950294,15950302,8
3655,15954112,15954119,7
3656,15954119,15954126,7
3657,15976414,15976419,5
3658,15990976,15990982,6
3659,15997732,15997741,9
3660,16039642,16039831,189
3661,16043971,16044160,189
3662,16044778,16045063,285
3663,16045063,16045348,285
3664,16045633,16045918,285
3665,16045918,16046203,285
3666,16048780,16049065,285
3667,16049921,16050206,285
3668,16050779,16051064,285
3669,16051064,16051349,285
3670,16051349,16051634,285
3671,16052490,16052775,285
3672,16053917,16054202,285
3673,16054202,16054487,285
3674,16055627,16055912,285
3675,16056197,16056482,285
3676,16075025,16075035,10
3677,16080989,16080995,6
3678,16094401,16094407,6
3679,16111524,16111529,5
3680,16118857,16118864,7
3681,16119136,16119144,8
3682,16119156,16119162,6
3683,16122064,16122070,6
3684,16124389,16124399,10
3685,16124399,16124404,5
3686,16124534,16124540,6
3687,16129083,16129089,6
3688,16133414,16133422,8
3689,16133422,16133430,8
3690,16133430,16133438,8
3691,16141929,16141936,7
3692,16151540,16151544,4
3693,16154156,16154163,7
3694,16156644,16156651,7
3695,16168070,16168077,7
3696,16188252,16188260,8
3697,16195708,16195713,5
3698,16198671,16198676,5
3699,16204055,16204062,7
3700,16211106,16211111,5
3701,16211111,16211119,8
3702,16213117,16213123,6
3703,16214423,16214428,5
3704,16215558,16215565,7
3705,16223079,16223820,741
3706,16224155,16224324,169
3707,16224324,16224511,187
3708,16225230,16225347,117
3709,16226058,16226182,124
3710,16226182,16226305,123
3711,16226305,16226365,60
3712,16226365,16226387,22
3713,16226387,16226691,304
3714,16226691,16226772,81
3715,16226772,16227264,492
3716,16227264,16227786,522
3717,16227786,16228017,231
3718,16228017,16228908,891
3719,16228908,16229067,159
3720,16229067,16229112,45
3721,16229112,16229679,567
3722,16229679,16229692,13
3723,16281455,16281462,7
3724,16292985,16292992,7
3725,16304451,16304458,7
3726,16305472,16305479,7
3727,16306131,16306137,6
3728,16311099,16311103,4
3729,16311103,16311108,5
3730,16311124,16311129,5
3731,16312074,16312080,6
3732,16315653,16315662,9
3733,16320630,16320637,7
3734,16322857,16322862,5
3735,16323272,16323276,4
3736,16340969,16341710,741
3737,16341710,16342208,498
3738,16342208,16342290,82
3739,16342290,16342852,562
3740,16342852,16343021,169
3741,16343021,16343208,187
3742,16343208,16343927,719
3743,16343927,16344044,117
3744,16344044,16344755,711
3745,16344755,16344879,124
3746,16344879,16345002,123
3747,16345002,16345062,60
3748,16345062,16345084,22
3749,16345084,16345388,304
3750,16345388,16345469,81
3751,16345469,16345961,492
3752,16346714,16347605,891
3753,16347605,16347764,159
3754,16347764,16347809,45
3755,16347809,16348376,567
3756,16348376,16348389,13
3757,16352956,16352960,4
3758,16367017,16367021,4
3759,16367570,16367576,6
3760,16375114,16375121,7
3761,16397553,16397561,8
3762,16400407,16400411,4
3763,16410431,16410439,8
3764,16418686,16418695,9
3765,16436344,16436350,6
3766,16439947,16439952,5
3767,16440127,16440134,7
3768,16451342,16451348,6
3769,16453993,16453998,5
3770,16487400,16487408,8
3771,16487864,16487868,4
3772,16499524,16499530,6
3773,16500361,16500368,7
3774,16503529,16503536,7
3775,16504556,16504562,6
3776,16517248,16517260,12
3777,16521398,16521405,7
3778,16521416,16521423,7
3779,16541592,16541598,6
3780,16542568,16542574,6
3781,16542991,16542996,5
3782,16544285,16544289,4
3783,16547845,16547851,6
3784,16556455,16556459,4
3785,16558300,16558378,78
3786,16558705,16558795,90
3787,16566899,16566977,78
3788,16567304,16567394,90
3789,16567875,16567881,6
3790,16597608,16597615,7
3791,16606154,16606158,4
3792,16606305,16606309,4
3793,16618444,16618448,4
3794,16620573,16620581,8
3795,16620581,16620589,8
3796,16620589,16620597,8
3797,16620828,16620837,9
3798,16621558,16621564,6
3799,16626132,16626139,7
3800,16626139,16626149,10
3801,16628365,16628372,7
3802,16656553,16656557,4
3803,16664264,16664270,6
3804,16664552,16664559,7
3805,16675461,16675471,10
3806,16680245,16680253,8
3807,16682579,16682587,8
3808,16689481,16689487,6
3809,16689872,16689878,6
3810,16693403,16693407,4
3811,16698271,16698278,7
3812,16698465,16698475,10
3813,16701246,16701251,5
3814,16706485,16706493,8
3815,16707462,16707469,7
3816,16713478,16713487,9
3817,16719745,16719751,6
3818,16721361,16721366,5
3819,16726448,16726456,8
3820,16728133,16728144,11
3821,16733339,16733347,8
3822,16733428,16733434,6
3823,16733434,16733440,6
3824,16733542,16733549,7
3825,16737526,16737534,8
3826,16737534,16737541,7
3827,16767626,16767634,8
3828,16775516,16775523,7
3829,16775523,16775530,7
3830,16776054,16776063,9
3831,16799332,16799336,4
3832,16806777,16806783,6
3833,16807634,16807638,4
3834,16807790,16807800,10
3835,16808072,16808078,6
3836,16818656,16818662,6
3837,16818662,16818669,7
3838,16824014,16824019,5
3839,16824019,16824025,6
3840,16826358,16826362,4
3841,16827771,16827780,9
3842,16833492,16833497,5
3843,16834920,16834928,8
3844,16835311,16835317,6
3845,16839160,16839168,8
3846,16856543,16856553,10
3847,16860414,16860423,9
3848,16865149,16865154,5
3849,16866072,16866077,5
3850,16866110,16866114,4
3851,16869320,16869326,6
3852,16875014,16875021,7
3853,16881027,16881036,9
3854,16884976,16884983,7
3855,16894645,16894652,7
3856,16897066,16897073,7
3857,16904655,16904660,5
3858,16904660,16904670,10
3859,16907152,16907162,10
3860,16907798,16907803,5
3861,16907803,16907808,5
3862,16907808,16907813,5
3863,16907813,16907818,5
3864,16909121,16909129,8
3865,16909129,16909137,8
3866,16909137,16909145,8
3867,16928778,16928789,11
3868,16933164,16933170,6
3869,16933170,16933179,9
3870,16935015,16935024,9
3871,16936345,16936381,36
3872,16943356,16943365,9
3873,16947266,16947276,10
3874,16947276,16947286,10
3875,16949300,16949307,7
3876,16951390,16951396,6
3877,16954627,16954633,6
3878,16960897,16960903,6
3879,16962019,16962025,6
3880,16964169,16964175,6
3881,16970813,16970819,6
3882,16970819,16970825,6
3883,16979374,16979379,5
3884,17008167,17008174,7
3885,17022485,17022491,6
3886,17022491,17022497,6
3887,17070787,17070792,5
3888,17072483,17072489,6
3889,17073020,17073026,6
3890,17073026,17073032,6
3891,17073032,17073038,6
3892,17073038,17073044,6
3893,17073292,17073298,6
3894,17087356,17087362,6
3895,17099398,17099402,4
3896,17101309,17101319,10
3897,17106588,17106594,6
3898,17114509,17114819,310
3899,17114819,17114969,150
3900,17114969,17115078,109
3901,17115078,17115343,265
3902,17115343,17115763,420
3903,17115763,17115898,135
3904,17116763,17118116,1353
3905,17118116,17118261,145
3906,17118372,17118475,103
3907,17118475,17118577,102
3908,17118577,17118679,102
3909,17118679,17118968,289
3910,17132591,17132599,8
3911,17134622,17134626,4
3912,17153956,17153960,4
3913,17160627,17160633,6
3914,17166536,17166540,4
3915,17179638,17179643,5
3916,17179643,17179648,5
3917,17187548,17187554,6
3918,17191143,17191151,8
3919,17195420,17195546,126
3920,17195774,17195936,162
3921,17195936,17196018,82
3922,17196018,17196398,380
3923,17196398,17196713,315
3924,17196713,17197194,481
3925,17198527,17198729,202
3926,17198729,17199115,386
3927,17199115,17199413,298
3928,17201183,17201189,6
3929,17202184,17202189,5
3930,17224470,17224477,7
3931,17224578,17224586,8
3932,17235456,17235462,6
3933,17247691,17247697,6
3934,17250074,17250086,12
3935,17255958,17255965,7
3936,17262370,17262411,41
3937,17269639,17269643,4
3938,17271755,17271764,9
3939,17280211,17280217,6
3940,17280393,17280398,5
3941,17283618,17283634,16
3942,17286996,17287001,5
3943,17287001,17287005,4
3944,17287005,17287011,6
3945,17289279,17289283,4
3946,17310391,17310397,6
3947,17327428,17327435,7
3948,17328419,17328423,4
3949,17330229,17330236,7
3950,17330236,17330244,8
3951,17330244,17330252,8
3952,17337972,17337979,7
3953,17341324,17341331,7
3954,17354762,17354770,8
3955,17354770,17354778,8
3956,17354778,17354785,7
3957,17356329,17356336,7
3958,17363962,17363967,5
3959,17364387,17364391,4
3960,17365043,17365050,7
3961,17369203,17369207,4
3962,17372868,17372875,7
3963,17377594,17377601,7
3964,17378917,17378925,8
3965,17382158,17382166,8
3966,17395172,17395178,6
3967,17402392,17402397,5
3968,17408464,17408469,5
3969,17408786,17408791,5
3970,17415639,17415644,5
3971,17415644,17415649,5
3972,17422921,17422927,6
3973,17431458,17431494,36
3974,17444117,17444124,7
3975,17446995,17447003,8
3976,17459354,17459362,8
3977,17469404,17469408,4
3978,17475129,17475139,10
3979,17475139,17475144,5
3980,17475719,17475723,4
3981,17484185,17484192,7
3982,17488731,17488738,7
3983,17488738,17488746,8
3984,17506319,17506327,8
3985,17513776,17513784,8
3986,17514348,17514356,8
3987,17514372,17514380,8
3988,17514380,17514388,8
3989,17520255,17520264,9
3990,17522570,17522582,12
3991,17525514,17525520,6
3992,17534212,17534218,6
3993,17543192,17543197,5
3994,17543947,17543953,6
3995,17546672,17546678,6
3996,17557284,17557307,23
3997,17557307,17557329,22
3998,17559773,17559777,4
3999,17564434,17564440,6
4000,17571390,17571396,6
4001,17571568,17571572,4
4002,17582974,17582978,4
4003,17604262,17604270,8
4004,17622116,17622122,6
4005,17636157,17636165,8
4006,17641362,17641366,4
4007,17658876,17658881,5
4008,17662986,17662994,8
4009,17664381,17664387,6
4010,17665883,17665890,7
4011,17671978,17671983,5
4012,17696132,17696136,4
4013,17698448,17698453,5
4014,17698453,17698458,5
4015,17699240,17699245,5
4016,17699245,17699250,5
4017,17703546,17703551,5
4018,17728049,17728058,9
4019,17738408,17738413,5
4020,17740901,17740908,7
4021,17741160,17741165,5
4022,17741671,17741679,8
4023,17744044,17744054,10
4024,17744054,17744058,4
4025,17749543,17749552,9
4026,17752018,17752027,9
4027,17756048,17756053,5
4028,17759602,17759608,6
4029,17759608,17759614,6
4030,17759614,17759620,6
4031,17770823,17770830,7
4032,17770902,17770906,4
4033,17770920,17770930,10
4034,17775511,17775521,10
4035,17777660,17777666,6
4036,17785908,17785912,4
4037,17795726,17795954,228
4038,17796774,17796784,10
4039,17801094,17801102,8
4040,17804773,17804781,8
4041,17804789,17804797,8
4042,17806703,17806710,7
4043,17807514,17807519,5
4044,17807519,17807529,10
4045,17815423,17815431,8
4046,17815431,17815439,8
4047,17815439,17815447,8
4048,17815447,17815455,8
4049,17815455,17815463,8
4050,17815463,17815471,8
4051,17827380,17827385,5
4052,17831355,17831364,9
4053,17837902,17837909,7
4054,17839295,17839302,7
4055,17843942,17843946,4
4056,17852364,17852372,8
4057,17854263,17854269,6
4058,17865508,17865515,7
4059,17869399,17869404,5
4060,17869928,17869934,6
4061,17875262,17875271,9
4062,17876320,17876330,10
4063,17876330,17876335,5
4064,17876335,17876340,5
4065,17876340,17876345,5
4066,17879875,17879882,7
4067,17879882,17879889,7
4068,17884035,17884041,6
4069,17888499,17888550,51
4070,17888550,17888592,42
4071,17888592,17888682,90
4072,17888682,17888770,88
4073,17888770,17889712,942
4074,17889712,17889941,229
4075,17889941,17889948,7
4076,17889948,17889986,38
4077,17889986,17890114,128
4078,17890114,17890531,417
4079,17890531,17890600,69
4080,17890600,17890707,107
4081,17890707,17891133,426
4082,17891133,17891438,305
4083,17891438,17891508,70
4084,17891508,17891614,106
4085,17891614,17891680,66
4086,17891680,17891874,194
4087,17891874,17892225,351
4088,17892225,17892751,526
4089,17895122,17895252,130
4090,17895252,17895447,195
4091,17896419,17896513,94
4092,17896513,17896549,36
4093,17896549,17896601,52
4094,17896601,17896839,238
4095,17897301,17897692,391
4096,17897692,17897892,200
4097,17897892,17897903,11
4098,17897903,17897921,18
4099,17897921,17898191,270
4100,17898191,17898256,65
4101,17898256,17898298,42
4102,17898298,17898421,123
4103,17898421,17898455,34
4104,17898654,17898705,51
4105,17898705,17898747,42
4106,17898747,17898837,90
4107,17898837,17898925,88
4108,17898925,17899867,942
4109,17899867,17900096,229
4110,17900096,17900103,7
4111,17900103,17900141,38
4112,17900141,17900269,128
4113,17900269,17900686,417
4114,17900686,17900755,69
4115,17900755,17900862,107
4116,17900862,17901288,426
4117,17901288,17901593,305
4118,17901593,17901663,70
4119,17901663,17901769,106
4120,17901769,17901835,66
4121,17901835,17902029,194
4122,17902029,17902380,351
4123,17902380,17902906,526
4124,17903839,17903933,94
4125,17903933,17903969,36
4126,17903969,17904021,52
4127,17904021,17904259,238
4128,17904723,17905114,391
4129,17905114,17905314,200
4130,17905314,17905325,11
4131,17905325,17905343,18
4132,17905343,17905613,270
4133,17905613,17905678,65
4134,17905678,17905720,42
4135,17905720,17905843,123
4136,17905843,17905877,34
4137,17907150,17907155,5
4138,17908243,17908248,5
4139,17919607,17919616,9
4140,17923088,17923096,8
4141,17927469,17927473,4
4142,17930921,17930926,5
4143,17930926,17930931,5
4144,17931815,17931822,7
4145,17936371,17936381,10
4146,17937223,17937227,4
4147,17950221,17950225,4
4148,17957592,17957598,6
4149,18000277,18000284,7
4150,18000284,18000290,6
4151,18007340,18007346,6
4152,18007346,18007352,6
4153,18007352,18007358,6
4154,18007358,18007364,6
4155,18013401,18013409,8
4156,18014155,18014161,6
4157,18025182,18025190,8
4158,18026549,18026556,7
4159,18028178,18028187,9
4160,18047597,18047601,4
4161,18067838,18067845,7
4162,18069811,18069817,6
4163,18070891,18070900,9
4164,18074886,18074890,4
4165,18075692,18075696,4
4166,18076417,18076422,5
4167,18077217,18077225,8
4168,18077555,18077559,4
4169,18079677,18079685,8
4170,18082337,18082342,5
4171,18083834,18083838,4
4172,18089190,18089196,6
4173,18089196,18089204,8
4174,18106921,18106928,7
4175,18113212,18113219,7
4176,18116868,18116873,5
4177,18117189,18117195,6
4178,18122580,18122585,5
4179,18122585,18122590,5
4180,18158530,18158536,6
4181,18170041,18170048,7
4182,18201344,18201351,7
4183,18206235,18206243,8
4184,18208422,18208427,5
4185,18208427,18208432,5
4186,18209674,18209680,6
4187,18209704,18209710,6
4188,18212048,18212054,6
4189,18212472,18212478,6
4190,18220663,18220668,5
4191,18222030,18222035,5
4192,18242999,18243005,6
4193,18244992,18244999,7
4194,18244999,18245004,5
4195,18245004,18245009,5
4196,18248428,18248433,5
4197,18253226,18253234,8
4198,18255579,18255589,10
4199,18255589,18255597,8
4200,18255597,18255601,4
4201,18255601,18255605,4
4202,18257912,18257918,6
4203,18257918,18257924,6
4204,18260345,18260352,7
4205,18260352,18260359,7
4206,18260473,18260479,6
4207,18261353,18261357,4
4208,18265063,18265069,6
4209,18267251,18267257,6
4210,18271119,18271129,10
4211,18271658,18271663,5
4212,18280848,18280856,8
4213,18280886,18280890,4
4214,18284897,18284903,6
4215,18284903,18284909,6
4216,18287666,18287670,4
4217,18289324,18289329,5
4218,18289329,18289339,10
4219,18289866,18289872,6
4220,18290022,18290029,7
4221,18290029,18290036,7
4222,18290036,18290043,7
4223,18290043,18290050,7
4224,18290064,18290071,7
4225,18293493,18293502,9
4226,18303384,18303388,4
4227,18304918,18304924,6
4228,18306743,18306753,10
4229,18311026,18311032,6
4230,18317094,18317098,4
4231,18372113,18372122,9
4232,18373695,18373699,4
4233,18376200,18376204,4
4234,18386350,18386355,5
4235,18388740,18388748,8
4236,18393287,18393295,8
4237,18403415,18403419,4
4238,18404416,18404420,4
4239,18404928,18404936,8
4240,18423778,18423785,7
4241,18429664,18429822,158
4242,18429822,18429888,66
4243,18430614,18431131,517
4244,18431131,18431478,347
4245,18431478,18431505,27
4246,18431505,18431557,52
4247,18431557,18431664,107
4248,18431664,18431745,81
4249,18431745,18431883,138
4250,18431883,18431894,11
4251,18431894,18432489,595
4252,18432489,18432540,51
4253,18432540,18433068,528
4254,18433068,18433134,66
4255,18433134,18433780,646
4256,18433780,18434004,224
4257,18434004,18434340,336
4258,18434587,18434745,158
4259,18436145,18436150,5
4260,18443848,18443855,7
4261,18443855,18443862,7
4262,18454777,18454783,6
4263,18459368,18459404,36
4264,18459404,18459440,36
4265,18480595,18480604,9
4266,18481046,18481051,5
4267,18481486,18481490,4
4268,18484975,18484982,7
4269,18485621,18485626,5
4270,18489369,18489373,4
4271,18490172,18490178,6
4272,18496996,18497002,6
4273,18508725,18508731,6
4274,18508731,18508737,6
4275,18509312,18509316,4
4276,18509746,18509755,9
4277,18510621,18510631,10
4278,18511461,18511467,6
4279,18529056,18529064,8
4280,18539439,18539444,5
4281,18539696,18539705,9
4282,18540200,18540207,7
4283,18552055,18552062,7
4284,18555525,18555668,143
4285,18556405,18556562,157
4286,18558429,18558434,5
4287,18558434,18558439,5
4288,18558439,18558444,5
4289,18560056,18560066,10
4290,18560066,18560071,5
4291,18560097,18560102,5
4292,18560102,18560107,5
4293,18560107,18560112,5
4294,18560112,18560117,5
4295,18562278,18562286,8
4296,18598161,18598166,5
4297,18619943,18619959,16
4298,18619959,18619965,6
4299,18622617,18622624,7
4300,18627796,18627803,7
4301,18630923,18630929,6
4302,18630929,18630935,6
4303,18631121,18631128,7
4304,18633180,18633189,9
4305,18634568,18634576,8
4306,18634630,18634634,4
4307,18644709,18644719,10
4308,18647267,18647273,6
4309,18656186,18656192,6
4310,18663942,18663950,8
4311,18673962,18673967,5
4312,18673967,18673977,10
4313,18673977,18673982,5
4314,18673982,18673987,5
4315,18676903,18676910,7
4316,18679666,18679670,4
4317,18679670,18679674,4
4318,18679674,18679678,4
4319,18679678,18679682,4
4320,18679682,18679686,4
4321,18679686,18679690,4
4322,18679960,18679967,7
4323,18681735,18681740,5
4324,18681740,18681745,5
4325,18681745,18681750,5
4326,18681750,18681760,10
4327,18681760,18681765,5
4328,18684597,18684605,8
4329,18684605,18684613,8
4330,18684756,18684763,7
4331,18690225,18690232,7
4332,18694485,18694490,5
4333,18694490,18694495,5
4334,18696219,18696227,8
4335,18696227,18696231,4
4336,18698241,18698247,6
4337,18701383,18701393,10
4338,18701393,18701398,5
4339,18755278,18755408,130
4340,18756559,18756575,16
4341,18756575,18756813,238
4342,18756813,18756900,87
4343,18756900,18756945,45
4344,18757376,18757878,502
4345,18776718,18776726,8
4346,18780985,18781050,65
4347,18782739,18782783,44
4348,18783067,18783072,5
4349,18784518,18784525,7
4350,18785908,18785973,65
4351,18787424,18787468,44
4352,18787752,18787757,5
4353,18789574,18789580,6
4354,18789580,18789588,8
4355,18791798,18791806,8
4356,18792275,18792280,5
4357,18804221,18804228,7
4358,18804228,18804235,7
4359,18812564,18812570,6
4360,18812570,18812586,16
4361,18825517,18825525,8
4362,18838768,18838775,7
4363,18838775,18838782,7
4364,18839997,18840008,11
4365,18843245,18843261,16
4366,18843261,18843267,6
4367,18843980,18843984,4
4368,18854551,18854558,7
4369,18855464,18855471,7
4370,18856620,18856626,6
4371,18857562,18857569,7
4372,18874158,18874164,6
4373,18880995,18881000,5
4374,18881028,18881033,5
4375,18892475,18892484,9
4376,18895454,18895460,6
4377,18896773,18896779,6
4378,18896797,18896803,6
4379,18899596,18899605,9
4380,18903200,18903207,7
4381,18931117,18931125,8
4382,18931125,18931130,5
4383,18958757,18958926,169
4384,18958926,18959113,187
4385,18959832,18959949,117
4386,18959949,18960660,711
4387,18960660,18960784,124
4388,18960784,18960907,123
4389,18960907,18960967,60
4390,18960967,18960989,22
4391,18960989,18961293,304
4392,18961293,18961374,81
4393,18961374,18961866,492
4394,18961866,18962388,522
4395,18962388,18962619,231
4396,18962619,18963510,891
4397,18963510,18963669,159
4398,18963669,18963714,45
4399,18963714,18964281,567
4400,18964281,18964294,13
4401,18966824,18966832,8
4402,18974372,18974379,7
4403,18975429,18975437,8
4404,18985653,18985660,7
4405,18991544,18991551,7
4406,18991986,18991991,5
4407,19000103,19000110,7
4408,19028139,19028145,6
4409,19028840,19028851,11
4410,19035193,19035199,6
4411,19062329,19062645,316
4412,19062645,19062718,73
4413,19062718,19062848,130
4414,19062848,19062930,82
4415,19062930,19063872,942
4416,19063872,19064187,315
4417,19064187,19064507,320
4418,19064507,19064870,363
4419,19072199,19072205,6
4420,19074539,19074544,5
4421,19074631,19074640,9
4422,19076536,19076543,7
4423,19122276,19122284,8
4424,19122339,19122345,6
4425,19138411,19138423,12
4426,19138423,19138472,49
4427,19138472,19138545,73
4428,19138545,19138768,223
4429,19138768,19138777,9
4430,19138777,19138935,158
4431,19138935,19139751,816
4432,19139751,19140202,451
4433,19156457,19156464,7
4434,19158011,19158015,4
